
time,AccelerometerX,AccelerometerY,AccelerometerZ
0.0210,-0.2336,1.0387,0.1894
0.0220,-0.2336,1.0387,0.1894
0.0220,-0.2336,1.0387,0.1894
0.0220,-0.2014,1.0396,0.1386
0.0230,-0.1889,0.9859,0.2769
0.0530,-0.1889,0.9859,0.2769
0.0540,-0.1889,0.9859,0.2769
0.0540,-0.1889,0.9859,0.2769
0.0540,-0.1889,0.9859,0.2769
0.0550,-0.1889,0.9859,0.2769
0.0550,-0.1977,1.0008,0.2688
0.0560,-0.1977,1.0008,0.2688
0.0680,-0.1977,1.0008,0.2688
0.0690,-0.1977,1.0008,0.2688
0.0690,-0.1977,1.0008,0.2688
0.0700,-0.2014,1.0272,0.2134
0.0950,-0.2014,1.0272,0.2134
0.0960,-0.2014,1.0272,0.2134
0.0960,-0.2014,1.0272,0.2134
0.0960,-0.2097,1.0040,0.2432
0.0970,-0.1987,0.9925,0.2652
0.1150,-0.1987,0.9925,0.2652
0.1160,-0.1987,0.9925,0.2652
0.1160,-0.1987,0.9925,0.2652
0.1170,-0.1904,1.0193,0.2324
0.1170,-0.1904,1.0193,0.2324
0.1450,-0.1904,1.0193,0.2324
0.1460,-0.1904,1.0193,0.2324
0.1460,-0.1904,1.0193,0.2324
0.1460,-0.1955,1.0389,0.2156
0.1760,-0.1955,1.0389,0.2156
0.1760,-0.1955,1.0389,0.2156
0.1760,-0.1955,1.0389,0.2156
0.1770,-0.2085,1.0172,0.2368
0.1770,-0.2143,0.9932,0.2649
0.1950,-0.2143,0.9932,0.2649
0.1960,-0.2143,0.9932,0.2649
0.1970,-0.2143,0.9932,0.2649
0.1970,-0.2200,0.9961,0.2483
0.1970,-0.2200,0.9961,0.2483
0.2260,-0.2200,0.9961,0.2483
0.2260,-0.2200,0.9961,0.2483
0.2260,-0.2200,0.9961,0.2483
0.2270,-0.2190,1.0140,0.2265
0.2320,-0.2190,1.0140,0.2265
0.2320,-0.2190,1.0140,0.2265
0.2560,-0.2190,1.0140,0.2265
0.2560,-0.2190,1.0140,0.2265
0.2560,-0.2190,1.0140,0.2265
0.2570,-0.2033,1.0091,0.2361
0.2570,-0.2048,1.0044,0.2410
0.2760,-0.2048,1.0044,0.2410
0.2770,-0.2048,1.0044,0.2410
0.2780,-0.2048,1.0044,0.2410
0.2780,-0.2021,1.0145,0.2253
0.2790,-0.2021,1.0145,0.2253
0.3050,-0.2021,1.0145,0.2253
0.3050,-0.2021,1.0145,0.2253
0.3050,-0.2021,1.0145,0.2253
0.3060,-0.2016,1.0223,0.2339
0.3360,-0.2016,1.0223,0.2339
0.3360,-0.2016,1.0223,0.2339
0.3360,-0.2016,1.0223,0.2339
0.3370,-0.2060,1.0110,0.2400
0.3370,-0.2141,0.9974,0.2358
0.3560,-0.2141,0.9974,0.2358
0.3590,-0.2141,0.9974,0.2358
0.3590,-0.2141,0.9974,0.2358
0.3590,-0.2202,1.0020,0.2331
0.3590,-0.2202,1.0020,0.2331
0.3840,-0.2202,1.0020,0.2331
0.3850,-0.2202,1.0020,0.2331
0.3850,-0.2202,1.0020,0.2331
0.3850,-0.2217,1.0191,0.2224
0.4160,-0.2217,1.0191,0.2224
0.4160,-0.2217,1.0191,0.2224
0.4160,-0.2217,1.0191,0.2224
0.4170,-0.2143,1.0167,0.2429
0.4170,-0.2099,1.0018,0.2510
0.4290,-0.2099,1.0018,0.2510
0.4320,-0.2099,1.0018,0.2510
0.4360,-0.2099,1.0018,0.2510
0.4370,-0.2099,1.0018,0.2510
0.4370,-0.2099,1.0018,0.2510
0.4380,-0.2011,1.0098,0.2314
0.4380,-0.2011,1.0098,0.2314
0.4670,-0.2011,1.0098,0.2314
0.4670,-0.2011,1.0098,0.2314
0.4670,-0.2011,1.0098,0.2314
0.4680,-0.2024,1.0184,0.2280
0.4960,-0.2024,1.0184,0.2280
0.4970,-0.2024,1.0184,0.2280
0.4970,-0.2024,1.0184,0.2280
0.4980,-0.2116,1.0059,0.2385
0.4980,-0.2185,1.0062,0.2498
0.5160,-0.2185,1.0062,0.2498
0.5170,-0.2185,1.0062,0.2498
0.5170,-0.2185,1.0062,0.2498
0.5180,-0.2224,1.0113,0.2495
0.5180,-0.2224,1.0113,0.2495
0.5460,-0.2224,1.0113,0.2495
0.5470,-0.2224,1.0113,0.2495
0.5630,-0.2224,1.0113,0.2495
0.5630,-0.2185,1.0088,0.2466
0.5770,-0.2185,1.0088,0.2466
0.5770,-0.2185,1.0088,0.2466
0.5780,-0.2185,1.0088,0.2466
0.5780,-0.2124,1.0088,0.2356
0.5780,-0.2104,1.0123,0.2319
0.5970,-0.2104,1.0123,0.2319
0.5970,-0.2104,1.0123,0.2319
0.5980,-0.2104,1.0123,0.2319
0.5980,-0.2200,1.0123,0.2363
0.5990,-0.2200,1.0123,0.2363
0.6270,-0.2200,1.0123,0.2363
0.6270,-0.2200,1.0123,0.2363
0.6280,-0.2200,1.0123,0.2363
0.6280,-0.2197,1.0079,0.2415
0.6330,-0.2197,1.0079,0.2415
0.6330,-0.2197,1.0079,0.2415
0.6570,-0.2197,1.0079,0.2415
0.6570,-0.2197,1.0079,0.2415
0.6580,-0.2197,1.0079,0.2415
0.6580,-0.2160,1.0049,0.2471
0.6590,-0.2085,1.0044,0.2493
0.6770,-0.2085,1.0044,0.2493
0.6770,-0.2085,1.0044,0.2493
0.6780,-0.2085,1.0044,0.2493
0.6780,-0.2046,1.0052,0.2407
0.6790,-0.2046,1.0052,0.2407
0.7070,-0.2046,1.0052,0.2407
0.7070,-0.2046,1.0052,0.2407
0.7070,-0.2046,1.0052,0.2407
0.7080,-0.2134,1.0103,0.2312
0.7380,-0.2134,1.0103,0.2312
0.7380,-0.2134,1.0103,0.2312
0.7390,-0.2134,1.0103,0.2312
0.7390,-0.2192,1.0152,0.2378
0.7400,-0.1987,1.0154,0.2405
0.7570,-0.1987,1.0154,0.2405
0.7580,-0.1987,1.0154,0.2405
0.7580,-0.1987,1.0154,0.2405
0.7590,-0.1899,1.0091,0.2520
0.7590,-0.1899,1.0091,0.2520
0.7870,-0.1899,1.0091,0.2520
0.7870,-0.1899,1.0091,0.2520
0.7880,-0.1899,1.0091,0.2520
0.7880,-0.2006,1.0047,0.2537
0.8160,-0.2006,1.0047,0.2537
0.8160,-0.2006,1.0047,0.2537
0.8160,-0.2006,1.0047,0.2537
0.8170,-0.2185,1.0088,0.2361
0.8170,-0.2173,1.0201,0.2459
0.8290,-0.2173,1.0201,0.2459
0.8320,-0.2173,1.0201,0.2459
0.8370,-0.2173,1.0201,0.2459
0.8380,-0.2173,1.0201,0.2459
0.8380,-0.2173,1.0201,0.2459
0.8380,-0.2009,1.0150,0.2483
0.8390,-0.2009,1.0150,0.2483
0.8670,-0.2009,1.0150,0.2483
0.8670,-0.2009,1.0150,0.2483
0.8670,-0.2009,1.0150,0.2483
0.8680,-0.2038,1.0113,0.2410
0.8960,-0.2038,1.0113,0.2410
0.8960,-0.2038,1.0113,0.2410
0.8960,-0.2038,1.0113,0.2410
0.8960,-0.2207,1.0059,0.2371
0.8970,-0.2309,1.0091,0.2356
0.9170,-0.2309,1.0091,0.2356
0.9180,-0.2309,1.0091,0.2356
0.9180,-0.2309,1.0091,0.2356
0.9180,-0.2314,1.0118,0.2322
0.9190,-0.2314,1.0118,0.2322
0.9470,-0.2314,1.0118,0.2322
0.9470,-0.2314,1.0118,0.2322
0.9470,-0.2314,1.0118,0.2322
0.9480,-0.2124,1.0088,0.2378
0.9770,-0.2124,1.0088,0.2378
0.9770,-0.2124,1.0088,0.2378
0.9770,-0.2124,1.0088,0.2378
0.9780,-0.2021,1.0035,0.2385
0.9780,-0.2114,1.0079,0.2395
0.9970,-0.2114,1.0079,0.2395
0.9980,-0.2114,1.0079,0.2395
0.9980,-0.2114,1.0079,0.2395
0.9990,-0.2102,1.0110,0.2549
0.9990,-0.2102,1.0110,0.2549
1.0260,-0.2102,1.0110,0.2549
1.0260,-0.2102,1.0110,0.2549
1.0270,-0.2102,1.0110,0.2549
1.0270,-0.2004,1.0201,0.2493
1.0320,-0.2004,1.0201,0.2493
1.0340,-0.2004,1.0201,0.2493
1.0570,-0.2004,1.0201,0.2493
1.0570,-0.2004,1.0201,0.2493
1.0580,-0.2004,1.0201,0.2493
1.0580,-0.1987,1.0130,0.2327
1.0580,-0.2094,1.0086,0.2444
1.0770,-0.2094,1.0086,0.2444
1.0780,-0.2094,1.0086,0.2444
1.0780,-0.2094,1.0086,0.2444
1.0840,-0.2170,1.0128,0.2393
1.0850,-0.2170,1.0128,0.2393
1.1060,-0.2170,1.0128,0.2393
1.1070,-0.2170,1.0128,0.2393
1.1070,-0.2170,1.0128,0.2393
1.1070,-0.2173,1.0108,0.2407
1.1360,-0.2173,1.0108,0.2407
1.1370,-0.2173,1.0108,0.2407
1.1370,-0.2173,1.0108,0.2407
1.1370,-0.2265,1.0062,0.2500
1.1380,-0.2319,1.0084,0.2478
1.1570,-0.2319,1.0084,0.2478
1.1580,-0.2319,1.0084,0.2478
1.1580,-0.2319,1.0084,0.2478
1.1580,-0.2253,1.0057,0.2444
1.1590,-0.2253,1.0057,0.2444
1.1860,-0.2253,1.0057,0.2444
1.1870,-0.2253,1.0057,0.2444
1.1870,-0.2253,1.0057,0.2444
1.1870,-0.2197,1.0088,0.2427
1.2160,-0.2197,1.0088,0.2427
1.2170,-0.2197,1.0088,0.2427
1.2170,-0.2197,1.0088,0.2427
1.2170,-0.2165,1.0054,0.2476
1.2170,-0.2146,1.0076,0.2512
1.2290,-0.2146,1.0076,0.2512
1.2320,-0.2146,1.0076,0.2512
1.2370,-0.2146,1.0076,0.2512
1.2380,-0.2146,1.0076,0.2512
1.2390,-0.2146,1.0076,0.2512
1.2390,-0.2151,1.0159,0.2368
1.2390,-0.2151,1.0159,0.2368
1.2670,-0.2151,1.0159,0.2368
1.2670,-0.2151,1.0159,0.2368
1.2680,-0.2151,1.0159,0.2368
1.2680,-0.2033,1.0164,0.2322
1.2960,-0.2033,1.0164,0.2322
1.2970,-0.2033,1.0164,0.2322
1.2970,-0.2033,1.0164,0.2322
1.2970,-0.1997,1.0108,0.2485
1.2980,-0.2104,1.0081,0.2397
1.3180,-0.2104,1.0081,0.2397
1.3180,-0.2104,1.0081,0.2397
1.3190,-0.2104,1.0081,0.2397
1.3190,-0.2251,1.0018,0.2385
1.3190,-0.2251,1.0018,0.2385
1.3470,-0.2251,1.0018,0.2385
1.3470,-0.2251,1.0018,0.2385
1.3470,-0.2251,1.0018,0.2385
1.3480,-0.2324,1.0091,0.2402
1.3770,-0.2324,1.0091,0.2402
1.3770,-0.2324,1.0091,0.2402
1.3780,-0.2324,1.0091,0.2402
1.3780,-0.2107,1.0140,0.2368
1.3790,-0.2019,1.0074,0.2500
1.4000,-0.2019,1.0074,0.2500
1.4010,-0.2019,1.0074,0.2500
1.4020,-0.2019,1.0074,0.2500
1.4030,-0.2195,1.0084,0.2405
1.4040,-0.2195,1.0084,0.2405
1.4310,-0.2195,1.0084,0.2405
1.4320,-0.2195,1.0084,0.2405
1.4330,-0.2195,1.0084,0.2405
1.4340,-0.2219,1.0145,0.2256
1.4350,-0.2219,1.0145,0.2256
1.4360,-0.2219,1.0145,0.2256
1.4580,-0.2219,1.0145,0.2256
1.4590,-0.2219,1.0145,0.2256
1.4600,-0.2219,1.0145,0.2256
1.4610,-0.2119,1.0084,0.2429
1.4620,-0.2077,1.0076,0.2564
1.4800,-0.2077,1.0076,0.2564
1.4820,-0.2077,1.0076,0.2564
1.4820,-0.2077,1.0076,0.2564
1.4830,-0.2046,1.0106,0.2456
1.4830,-0.2046,1.0106,0.2456
1.5070,-0.2046,1.0106,0.2456
1.5090,-0.2046,1.0106,0.2456
1.5100,-0.2046,1.0106,0.2456
1.5120,-0.2036,1.0081,0.2473
