
time,AccelerometerX,AccelerometerY,AccelerometerZ
0.0090,-0.2153,-0.9712,0.0230
0.0100,-0.2153,-0.9712,0.0230
0.0100,-0.2153,-0.9712,0.0230
0.0490,-0.1655,-0.9328,-0.0054
0.0500,-0.1655,-0.9328,-0.0054
0.0500,-0.1655,-0.9328,-0.0054
0.0520,-0.2148,-0.9211,0.0188
0.0520,-0.2148,-0.9211,0.0188
0.0530,-0.2148,-0.9211,0.0188
0.0530,-0.2148,-0.9211,0.0188
0.0540,-0.2148,-0.9211,0.0188
0.0540,-0.2148,-0.9211,0.0188
0.0730,-0.2437,-0.9221,0.0513
0.0730,-0.2437,-0.9221,0.0513
0.0730,-0.2437,-0.9221,0.0513
0.0870,-0.2178,-0.9402,0.0279
0.0880,-0.2178,-0.9402,0.0279
0.0880,-0.2178,-0.9402,0.0279
0.1080,-0.2200,-0.9453,0.0029
0.1080,-0.2200,-0.9453,0.0029
0.1080,-0.2200,-0.9453,0.0029
0.1280,-0.2136,-0.9336,-0.0034
0.1280,-0.2136,-0.9336,-0.0034
0.1280,-0.2136,-0.9336,-0.0034
0.1290,-0.2136,-0.9336,-0.0034
0.1290,-0.2136,-0.9336,-0.0034
0.1460,-0.2136,-0.9336,-0.0034
0.1500,-0.2060,-0.9309,0.0112
0.1500,-0.2060,-0.9309,0.0112
0.1500,-0.2060,-0.9309,0.0112
0.1670,-0.2024,-0.9353,0.0535
0.1690,-0.2024,-0.9353,0.0535
0.1690,-0.2024,-0.9353,0.0535
0.1870,-0.2561,-0.9732,0.0755
0.1880,-0.2561,-0.9732,0.0755
0.1880,-0.2561,-0.9732,0.0755
0.2070,-0.2097,-0.9502,0.0349
0.2070,-0.2097,-0.9502,0.0349
0.2070,-0.2097,-0.9502,0.0349
0.2090,-0.2097,-0.9502,0.0349
0.2090,-0.2097,-0.9502,0.0349
0.2290,-0.1711,-0.9326,-0.0037
0.2290,-0.1711,-0.9326,-0.0037
0.2290,-0.1711,-0.9326,-0.0037
0.2470,-0.1972,-0.9404,0.0042
0.2470,-0.1972,-0.9404,0.0042
0.2480,-0.1972,-0.9404,0.0042
0.2480,-0.1972,-0.9404,0.0042
0.2660,-0.2058,-0.9411,0.0261
0.2660,-0.2058,-0.9411,0.0261
0.2670,-0.2058,-0.9411,0.0261
0.2860,-0.1916,-0.9475,0.0374
0.2870,-0.1916,-0.9475,0.0374
0.2870,-0.1916,-0.9475,0.0374
0.2880,-0.1916,-0.9475,0.0374
0.2880,-0.1916,-0.9475,0.0374
0.3090,-0.1950,-0.9524,0.0462
0.3090,-0.1950,-0.9524,0.0462
0.3090,-0.1950,-0.9524,0.0462
0.3260,-0.2175,-0.9431,0.0479
0.3260,-0.2175,-0.9431,0.0479
0.3270,-0.2175,-0.9431,0.0479
0.3450,-0.2175,-0.9431,0.0479
0.3460,-0.2178,-0.9433,0.0371
0.3470,-0.2178,-0.9433,0.0371
0.3480,-0.2178,-0.9433,0.0371
0.3660,-0.1997,-0.9575,0.0325
0.3670,-0.1997,-0.9575,0.0325
0.3670,-0.1997,-0.9575,0.0325
0.3680,-0.1997,-0.9575,0.0325
0.3680,-0.1997,-0.9575,0.0325
0.3900,-0.1740,-0.9585,0.0301
0.3900,-0.1740,-0.9585,0.0301
0.3900,-0.1740,-0.9585,0.0301
0.4080,-0.1491,-0.9539,0.0618
0.4080,-0.1491,-0.9539,0.0618
0.4080,-0.1491,-0.9539,0.0618
0.4260,-0.1486,-0.9514,0.0714
0.4260,-0.1486,-0.9514,0.0714
0.4260,-0.1486,-0.9514,0.0714
0.4460,-0.2522,-0.9409,0.0528
0.4470,-0.2522,-0.9409,0.0528
0.4470,-0.2522,-0.9409,0.0528
0.4480,-0.2522,-0.9409,0.0528
0.4480,-0.2522,-0.9409,0.0528
0.4680,-0.3013,-0.9585,0.0594
0.4680,-0.3013,-0.9585,0.0594
0.4680,-0.3013,-0.9585,0.0594
0.4850,-0.2263,-0.9382,0.0369
0.4850,-0.2263,-0.9382,0.0369
0.4850,-0.2263,-0.9382,0.0369
0.5050,-0.1821,-0.9199,0.0181
0.5050,-0.1821,-0.9199,0.0181
0.5060,-0.1821,-0.9199,0.0181
0.5260,-0.1911,-0.9402,0.0220
0.5260,-0.1911,-0.9402,0.0220
0.5270,-0.1911,-0.9402,0.0220
0.5270,-0.1911,-0.9402,0.0220
0.5270,-0.1911,-0.9402,0.0220
0.5440,-0.1911,-0.9402,0.0220
0.5480,-0.2043,-0.9507,0.0110
0.5480,-0.2043,-0.9507,0.0110
0.5480,-0.2043,-0.9507,0.0110
0.5650,-0.2041,-0.9448,0.0298
0.5660,-0.2041,-0.9448,0.0298
0.5660,-0.2041,-0.9448,0.0298
0.6050,-0.1884,-0.9382,0.0540
0.6060,-0.1884,-0.9382,0.0540
0.6060,-0.1884,-0.9382,0.0540
0.6060,-0.1835,-0.9407,0.0672
0.6060,-0.1835,-0.9407,0.0672
0.6060,-0.1835,-0.9407,0.0672
0.6060,-0.1835,-0.9407,0.0672
0.6060,-0.1835,-0.9407,0.0672
0.6270,-0.2050,-0.9512,0.0626
0.6270,-0.2050,-0.9512,0.0626
0.6270,-0.2050,-0.9512,0.0626
0.6450,-0.2251,-0.9622,0.0711
0.6450,-0.2251,-0.9622,0.0711
0.6450,-0.2251,-0.9622,0.0711
0.6450,-0.2251,-0.9622,0.0711
0.6650,-0.2068,-0.9651,0.0682
0.6650,-0.2068,-0.9651,0.0682
0.6650,-0.2068,-0.9651,0.0682
0.6850,-0.1701,-0.9575,0.0440
0.6850,-0.1701,-0.9575,0.0440
0.6850,-0.1701,-0.9575,0.0440
0.6850,-0.1701,-0.9575,0.0440
0.6850,-0.1701,-0.9575,0.0440
0.7060,-0.1796,-0.9497,0.0286
0.7060,-0.1796,-0.9497,0.0286
0.7070,-0.1796,-0.9497,0.0286
0.7250,-0.2158,-0.9429,0.0218
0.7250,-0.2158,-0.9429,0.0218
0.7260,-0.2158,-0.9429,0.0218
0.7420,-0.2158,-0.9429,0.0218
0.7450,-0.2209,-0.9397,0.0235
0.7450,-0.2209,-0.9397,0.0235
0.7450,-0.2209,-0.9397,0.0235
0.7650,-0.2053,-0.9297,0.0098
0.7650,-0.2053,-0.9297,0.0098
0.7650,-0.2053,-0.9297,0.0098
0.7650,-0.2053,-0.9297,0.0098
0.7650,-0.2053,-0.9297,0.0098
0.7850,-0.2011,-0.9248,-0.0098
0.7850,-0.2011,-0.9248,-0.0098
0.7860,-0.2011,-0.9248,-0.0098
0.8040,-0.1943,-0.9365,0.0027
0.8040,-0.1943,-0.9365,0.0027
0.8040,-0.1943,-0.9365,0.0027
0.8250,-0.1938,-0.9411,0.0327
0.8250,-0.1938,-0.9411,0.0327
0.8260,-0.1938,-0.9411,0.0327
0.8450,-0.1916,-0.9480,0.0606
0.8450,-0.1916,-0.9480,0.0606
0.8450,-0.1916,-0.9480,0.0606
0.8450,-0.1916,-0.9480,0.0606
0.8460,-0.1916,-0.9480,0.0606
0.8640,-0.1786,-0.9668,0.0653
0.8650,-0.1786,-0.9668,0.0653
0.8650,-0.1786,-0.9668,0.0653
0.8830,-0.1977,-0.9592,0.0684
0.8830,-0.1977,-0.9592,0.0684
0.8830,-0.1977,-0.9592,0.0684
0.9030,-0.2234,-0.9460,0.0518
0.9030,-0.2234,-0.9460,0.0518
0.9030,-0.2234,-0.9460,0.0518
0.9230,-0.2258,-0.9431,0.0327
0.9240,-0.2258,-0.9431,0.0327
0.9240,-0.2258,-0.9431,0.0327
0.9240,-0.2258,-0.9431,0.0327
0.9240,-0.2258,-0.9431,0.0327
0.9410,-0.2258,-0.9431,0.0327
0.9440,-0.2170,-0.9517,0.0335
0.9440,-0.2170,-0.9517,0.0335
0.9440,-0.2170,-0.9517,0.0335
0.9630,-0.1943,-0.9419,0.0279
0.9640,-0.1943,-0.9419,0.0279
0.9640,-0.1943,-0.9419,0.0279
0.9830,-0.1845,-0.9397,0.0332
0.9830,-0.1845,-0.9397,0.0332
0.9830,-0.1845,-0.9397,0.0332
1.0030,-0.1784,-0.9473,0.0330
1.0030,-0.1784,-0.9473,0.0330
1.0040,-0.1784,-0.9473,0.0330
1.0040,-0.1784,-0.9473,0.0330
1.0050,-0.1784,-0.9473,0.0330
1.0240,-0.1747,-0.9526,0.0303
1.0240,-0.1747,-0.9526,0.0303
1.0240,-0.1747,-0.9526,0.0303
1.0430,-0.1855,-0.9463,0.0059
1.0430,-0.1855,-0.9463,0.0059
1.0440,-0.1855,-0.9463,0.0059
1.0440,-0.1855,-0.9463,0.0059
1.0630,-0.1906,-0.9336,0.0088
1.0630,-0.1906,-0.9336,0.0088
1.0630,-0.1906,-0.9336,0.0088
1.0820,-0.2028,-0.9382,0.0183
1.0820,-0.2028,-0.9382,0.0183
1.0820,-0.2028,-0.9382,0.0183
1.0840,-0.2028,-0.9382,0.0183
1.0840,-0.2028,-0.9382,0.0183
1.1040,-0.2134,-0.9370,0.0186
1.1040,-0.2134,-0.9370,0.0186
1.1040,-0.2134,-0.9370,0.0186
1.1230,-0.1999,-0.9397,0.0347
1.1600,-0.1999,-0.9397,0.0347
1.1600,-0.1999,-0.9397,0.0347
