
time,AccelerometerX,AccelerometerY,AccelerometerZ
0.0150,-0.8979,-0.0990,0.5198
0.0160,-0.8796,-0.1332,0.5201
0.0160,-0.8796,-0.1332,0.5201
0.0160,-0.8796,-0.1332,0.5201
0.0260,-0.8805,-0.0943,0.4790
0.0260,-0.8805,-0.0943,0.4790
0.0260,-0.8805,-0.0943,0.4790
0.0430,-0.8805,-0.0943,0.4790
0.0440,-0.8346,-0.0594,0.4331
0.0440,-0.8346,-0.0594,0.4331
0.0440,-0.8346,-0.0594,0.4331
0.0610,-0.8737,-0.0323,0.4680
0.0610,-0.8737,-0.0323,0.4680
0.0610,-0.8737,-0.0323,0.4680
0.0670,-0.8737,-0.0323,0.4680
0.0670,-0.8737,-0.0323,0.4680
0.0820,-0.9045,-0.0484,0.4924
0.0820,-0.9045,-0.0484,0.4924
0.0830,-0.9045,-0.0484,0.4924
0.1040,-0.9035,-0.0369,0.4722
0.1040,-0.9035,-0.0369,0.4722
0.1040,-0.9035,-0.0369,0.4722
0.1210,-0.8703,-0.0618,0.5162
0.1210,-0.8703,-0.0618,0.5162
0.1210,-0.8703,-0.0618,0.5162
0.1410,-0.8693,-0.0704,0.5291
0.1410,-0.8693,-0.0704,0.5291
0.1410,-0.8693,-0.0704,0.5291
0.1450,-0.8693,-0.0704,0.5291
0.1450,-0.8693,-0.0704,0.5291
0.1610,-0.9035,-0.0648,0.5137
0.1620,-0.9035,-0.0648,0.5137
0.1620,-0.9035,-0.0648,0.5137
0.1820,-0.9094,-0.0721,0.4888
0.1820,-0.9094,-0.0721,0.4888
0.1820,-0.9094,-0.0721,0.4888
0.1900,-0.9094,-0.0721,0.4888
0.2010,-0.8898,-0.0714,0.4612
0.2010,-0.8898,-0.0714,0.4612
0.2010,-0.8898,-0.0714,0.4612
0.2210,-0.8703,-0.0701,0.4717
0.2210,-0.8703,-0.0701,0.4717
0.2210,-0.8703,-0.0701,0.4717
0.2250,-0.8703,-0.0701,0.4717
0.2250,-0.8703,-0.0701,0.4717
0.2320,-0.8703,-0.0701,0.4717
0.2410,-0.8615,-0.0525,0.4819
0.2410,-0.8615,-0.0525,0.4819
0.2410,-0.8615,-0.0525,0.4819
0.2610,-0.8588,-0.0479,0.4915
0.2610,-0.8588,-0.0479,0.4915
0.2610,-0.8588,-0.0479,0.4915
0.2810,-0.8449,-0.0643,0.5118
0.2810,-0.8449,-0.0643,0.5118
0.2820,-0.8449,-0.0643,0.5118
0.3000,-0.8554,-0.0574,0.5218
0.3000,-0.8554,-0.0574,0.5218
0.3000,-0.8554,-0.0574,0.5218
0.3040,-0.8554,-0.0574,0.5218
0.3040,-0.8554,-0.0574,0.5218
0.3200,-0.8651,-0.0618,0.5303
0.3200,-0.8651,-0.0618,0.5303
0.3200,-0.8651,-0.0618,0.5303
0.3410,-0.8480,-0.0745,0.5210
0.3410,-0.8480,-0.0745,0.5210
0.3410,-0.8480,-0.0745,0.5210
0.3600,-0.8414,-0.0679,0.5093
0.3600,-0.8414,-0.0679,0.5093
0.3600,-0.8414,-0.0679,0.5093
0.3810,-0.8634,-0.0684,0.5069
0.3810,-0.8634,-0.0684,0.5069
0.3810,-0.8634,-0.0684,0.5069
0.3840,-0.8634,-0.0684,0.5069
0.3840,-0.8634,-0.0684,0.5069
0.4000,-0.8759,-0.0672,0.5066
0.4000,-0.8759,-0.0672,0.5066
0.4000,-0.8759,-0.0672,0.5066
0.4200,-0.8698,-0.0638,0.5103
0.4200,-0.8698,-0.0638,0.5103
0.4200,-0.8698,-0.0638,0.5103
0.4310,-0.8698,-0.0638,0.5103
0.4390,-0.8395,-0.0753,0.5254
0.4390,-0.8395,-0.0753,0.5254
0.4400,-0.8395,-0.0753,0.5254
0.4610,-0.8321,-0.0892,0.5562
0.4610,-0.8321,-0.0892,0.5562
0.4610,-0.8321,-0.0892,0.5562
0.4630,-0.8321,-0.0892,0.5562
0.4630,-0.8321,-0.0892,0.5562
0.4790,-0.8600,-0.1046,0.5584
0.4800,-0.8600,-0.1046,0.5584
0.4800,-0.8600,-0.1046,0.5584
0.5010,-0.8541,-0.1041,0.5504
0.5010,-0.8541,-0.1041,0.5504
0.5010,-0.8541,-0.1041,0.5504
0.5190,-0.8192,-0.1092,0.5513
0.5190,-0.8192,-0.1092,0.5513
0.5190,-0.8192,-0.1092,0.5513
0.5390,-0.8488,-0.1190,0.5391
0.5390,-0.8488,-0.1190,0.5391
0.5400,-0.8488,-0.1190,0.5391
0.5420,-0.8488,-0.1190,0.5391
0.5430,-0.8488,-0.1190,0.5391
0.5590,-0.8793,-0.0875,0.5162
0.5600,-0.8793,-0.0875,0.5162
0.5600,-0.8793,-0.0875,0.5162
0.5790,-0.9042,-0.0689,0.5169
0.5800,-0.9042,-0.0689,0.5169
0.5800,-0.9042,-0.0689,0.5169
0.5880,-0.9042,-0.0689,0.5169
0.5990,-0.8778,-0.0843,0.5245
0.6380,-0.8778,-0.0843,0.5245
0.6380,-0.8778,-0.0843,0.5245
0.6380,-0.8497,-0.0780,0.4993
0.6380,-0.8497,-0.0780,0.4993
0.6390,-0.8497,-0.0780,0.4993
0.6390,-0.8497,-0.0780,0.4993
0.6390,-0.8497,-0.0780,0.4993
0.6390,-0.8497,-0.0780,0.4993
0.6390,-0.8583,-0.0591,0.4959
0.6390,-0.8583,-0.0591,0.4959
0.6400,-0.8583,-0.0591,0.4959
0.6580,-0.8495,-0.0501,0.4966
0.6580,-0.8495,-0.0501,0.4966
0.6580,-0.8495,-0.0501,0.4966
0.6780,-0.8402,-0.0477,0.4888
0.6780,-0.8402,-0.0477,0.4888
0.6780,-0.8402,-0.0477,0.4888
0.6990,-0.8485,-0.0577,0.5047
0.6990,-0.8485,-0.0577,0.5047
0.6990,-0.8485,-0.0577,0.5047
0.7010,-0.8485,-0.0577,0.5047
0.7010,-0.8485,-0.0577,0.5047
0.7180,-0.8590,-0.0711,0.5271
0.7180,-0.8590,-0.0711,0.5271
0.7180,-0.8590,-0.0711,0.5271
0.7380,-0.8671,-0.0697,0.5271
0.7380,-0.8671,-0.0697,0.5271
0.7380,-0.8671,-0.0697,0.5271
0.7580,-0.8837,-0.0706,0.5362
0.7580,-0.8837,-0.0706,0.5362
0.7590,-0.8837,-0.0706,0.5362
0.7770,-0.9028,-0.0699,0.5347
0.7770,-0.9028,-0.0699,0.5347
0.7770,-0.9028,-0.0699,0.5347
0.7810,-0.9028,-0.0699,0.5347
0.7820,-0.9028,-0.0699,0.5347
0.7980,-0.8854,-0.0789,0.5296
0.7980,-0.8854,-0.0789,0.5296
0.7980,-0.8854,-0.0789,0.5296
0.8170,-0.8761,-0.0943,0.5225
0.8170,-0.8761,-0.0943,0.5225
0.8180,-0.8761,-0.0943,0.5225
0.8270,-0.8761,-0.0943,0.5225
0.8370,-0.8639,-0.0975,0.5091
0.8370,-0.8639,-0.0975,0.5091
0.8370,-0.8639,-0.0975,0.5091
0.8580,-0.8507,-0.0938,0.5044
0.8580,-0.8507,-0.0938,0.5044
0.8580,-0.8507,-0.0938,0.5044
0.8610,-0.8507,-0.0938,0.5044
0.8610,-0.8507,-0.0938,0.5044
0.8780,-0.8439,-0.0890,0.5291
0.8780,-0.8439,-0.0890,0.5291
0.8780,-0.8439,-0.0890,0.5291
0.8970,-0.8578,-0.0689,0.5408
0.8970,-0.8578,-0.0689,0.5408
0.8970,-0.8578,-0.0689,0.5408
0.9170,-0.8534,-0.0594,0.5638
0.9170,-0.8534,-0.0594,0.5638
0.9170,-0.8534,-0.0594,0.5638
0.9380,-0.8603,-0.0721,0.5433
0.9380,-0.8603,-0.0721,0.5433
0.9380,-0.8603,-0.0721,0.5433
0.9410,-0.8603,-0.0721,0.5433
0.9410,-0.8603,-0.0721,0.5433
0.9570,-0.8622,-0.0811,0.5401
0.9570,-0.8622,-0.0811,0.5401
0.9570,-0.8622,-0.0811,0.5401
0.9760,-0.8620,-0.0787,0.5423
0.9770,-0.8620,-0.0787,0.5423
0.9770,-0.8620,-0.0787,0.5423
0.9840,-0.8620,-0.0787,0.5423
0.9960,-0.8727,-0.0780,0.5296
0.9960,-0.8727,-0.0780,0.5296
0.9970,-0.8727,-0.0780,0.5296
1.0150,-0.8417,-0.0824,0.5022
1.0160,-0.8417,-0.0824,0.5022
1.0160,-0.8417,-0.0824,0.5022
1.0190,-0.8417,-0.0824,0.5022
1.0190,-0.8417,-0.0824,0.5022
1.0270,-0.8417,-0.0824,0.5022
1.0360,-0.8263,-0.0743,0.4585
1.0360,-0.8263,-0.0743,0.4585
1.0360,-0.8263,-0.0743,0.4585
1.0550,-0.8331,-0.0633,0.4570
1.0550,-0.8331,-0.0633,0.4570
1.0550,-0.8331,-0.0633,0.4570
1.0760,-0.8412,-0.0591,0.4871
1.0760,-0.8412,-0.0591,0.4871
1.0760,-0.8412,-0.0591,0.4871
1.0950,-0.8429,-0.0611,0.5071
1.0950,-0.8429,-0.0611,0.5071
1.0950,-0.8429,-0.0611,0.5071
1.0980,-0.8429,-0.0611,0.5071
1.0980,-0.8429,-0.0611,0.5071
1.1150,-0.8505,-0.0701,0.5323
1.1150,-0.8505,-0.0701,0.5323
1.1150,-0.8505,-0.0701,0.5323
1.1350,-0.8544,-0.0833,0.5425
1.1350,-0.8544,-0.0833,0.5425
1.1800,-0.8544,-0.0833,0.5425
1.1810,-0.8717,-0.0824,0.5242
1.1810,-0.8717,-0.0824,0.5242
1.1810,-0.8717,-0.0824,0.5242
1.1810,-0.8717,-0.0855,0.5308
1.1810,-0.8717,-0.0855,0.5308
1.1810,-0.8717,-0.0855,0.5308
1.1810,-0.8717,-0.0855,0.5308
1.1820,-0.8717,-0.0855,0.5308
1.1820,-0.8717,-0.0855,0.5308
1.1950,-0.8945,-0.0912,0.5293
1.1950,-0.8945,-0.0912,0.5293
1.1950,-0.8945,-0.0912,0.5293
1.2150,-0.8989,-0.0848,0.5154
1.2160,-0.8989,-0.0848,0.5154
1.2160,-0.8989,-0.0848,0.5154
1.2240,-0.8989,-0.0848,0.5154
1.2350,-0.8774,-0.0794,0.5198
1.2350,-0.8774,-0.0794,0.5198
1.2350,-0.8774,-0.0794,0.5198
1.2540,-0.8783,-0.0675,0.5030
1.2540,-0.8783,-0.0675,0.5030
1.2550,-0.8783,-0.0675,0.5030
1.2580,-0.8783,-0.0675,0.5030
1.2580,-0.8783,-0.0675,0.5030
1.2740,-0.8471,-0.0631,0.5193
1.2740,-0.8471,-0.0631,0.5193
1.2750,-0.8471,-0.0631,0.5193
1.2940,-0.8275,-0.0677,0.5386
1.2940,-0.8275,-0.0677,0.5386
1.2940,-0.8275,-0.0677,0.5386
1.3140,-0.8598,-0.0750,0.5364
1.3140,-0.8598,-0.0750,0.5364
1.3140,-0.8598,-0.0750,0.5364
1.3330,-0.8712,-0.0975,0.5362
1.3340,-0.8712,-0.0975,0.5362
1.3340,-0.8712,-0.0975,0.5362
1.3380,-0.8712,-0.0975,0.5362
1.3380,-0.8712,-0.0975,0.5362
1.3540,-0.8732,-0.1061,0.5232
1.3540,-0.8732,-0.1061,0.5232
1.3540,-0.8732,-0.1061,0.5232
1.3740,-0.8732,-0.1046,0.5130
1.3740,-0.8732,-0.1046,0.5130
1.3740,-0.8732,-0.1046,0.5130
1.3940,-0.8730,-0.1029,0.4883
1.3940,-0.8730,-0.1029,0.4883
1.3940,-0.8730,-0.1029,0.4883
1.4140,-0.8994,-0.1053,0.4834
1.4140,-0.8994,-0.1053,0.4834
1.4150,-0.8994,-0.1053,0.4834
1.4170,-0.8994,-0.1053,0.4834
1.4170,-0.8994,-0.1053,0.4834
1.4220,-0.8994,-0.1053,0.4834
1.4330,-0.8800,-0.1114,0.4990
1.4330,-0.8800,-0.1114,0.4990
1.4330,-0.8800,-0.1114,0.4990
1.4530,-0.8563,-0.0824,0.4917
1.4540,-0.8563,-0.0824,0.4917
1.4540,-0.8563,-0.0824,0.4917
1.4730,-0.8551,-0.0599,0.5027
1.4730,-0.8551,-0.0599,0.5027
1.4740,-0.8551,-0.0599,0.5027
1.4930,-0.8187,-0.0865,0.5337
1.4940,-0.8187,-0.0865,0.5337
1.4940,-0.8187,-0.0865,0.5337
1.4970,-0.8187,-0.0865,0.5337
1.4970,-0.8187,-0.0865,0.5337
1.5130,-0.8346,-0.0892,0.5193
1.5130,-0.8346,-0.0892,0.5193
1.5140,-0.8346,-0.0892,0.5193
1.5350,-0.8551,-0.0741,0.5372
1.5350,-0.8551,-0.0741,0.5372
1.5360,-0.8551,-0.0741,0.5372
1.5530,-0.8703,-0.0755,0.5369
1.5530,-0.8703,-0.0755,0.5369
1.5540,-0.8703,-0.0755,0.5369
1.5730,-0.9008,-0.0782,0.5091
1.5740,-0.9008,-0.0782,0.5091
1.5740,-0.9008,-0.0782,0.5091
1.5770,-0.9008,-0.0782,0.5091
1.5770,-0.9008,-0.0782,0.5091
1.5940,-0.8957,-0.0789,0.5066
1.5940,-0.8957,-0.0789,0.5066
1.5950,-0.8957,-0.0789,0.5066
1.6130,-0.8744,-0.0816,0.5159
1.6130,-0.8744,-0.0816,0.5159
1.6130,-0.8744,-0.0816,0.5159
1.6210,-0.8744,-0.0816,0.5159
1.6320,-0.8720,-0.0792,0.4978
1.6320,-0.8720,-0.0792,0.4978
1.6320,-0.8720,-0.0792,0.4978
1.6530,-0.8593,-0.0741,0.4927
1.6530,-0.8593,-0.0741,0.4927
1.6530,-0.8593,-0.0741,0.4927
1.6560,-0.8593,-0.0741,0.4927
1.6560,-0.8593,-0.0741,0.4927
1.6720,-0.8505,-0.0806,0.5118
1.6720,-0.8505,-0.0806,0.5118
1.6730,-0.8505,-0.0806,0.5118
1.7130,-0.8490,-0.0907,0.5315
1.7130,-0.8490,-0.0907,0.5315
1.7130,-0.8490,-0.0907,0.5315
1.7130,-0.8649,-0.0838,0.5232
1.7140,-0.8649,-0.0838,0.5232
1.7140,-0.8649,-0.0838,0.5232
1.7330,-0.8788,-0.0728,0.5252
1.7330,-0.8788,-0.0728,0.5252
1.7330,-0.8788,-0.0728,0.5252
1.7350,-0.8788,-0.0728,0.5252
1.7350,-0.8788,-0.0728,0.5252
1.7530,-0.8739,-0.0804,0.5337
1.7530,-0.8739,-0.0804,0.5337
1.7530,-0.8739,-0.0804,0.5337
1.7730,-0.8896,-0.0816,0.5484
1.7730,-0.8896,-0.0816,0.5484
1.7730,-0.8896,-0.0816,0.5484
1.7920,-0.8974,-0.0687,0.5457
1.7920,-0.8974,-0.0687,0.5457
1.7920,-0.8974,-0.0687,0.5457
1.8110,-0.8800,-0.0719,0.5249
1.8120,-0.8800,-0.0719,0.5249
1.8120,-0.8800,-0.0719,0.5249
1.8140,-0.8800,-0.0719,0.5249
1.8150,-0.8800,-0.0719,0.5249
1.8180,-0.8800,-0.0719,0.5249
1.8310,-0.8622,-0.0853,0.5303
1.8310,-0.8622,-0.0853,0.5303
