
time,AccelerometerX,AccelerometerY,AccelerometerZ
0.0220,-0.6938,-0.6965,-0.0890
0.0220,-0.6938,-0.6965,-0.0890
0.0220,-0.6938,-0.6965,-0.0890
0.0220,-0.6701,-0.6691,-0.1019
0.0220,-0.6701,-0.6691,-0.1019
0.0220,-0.6701,-0.6691,-0.1019
0.0220,-0.6779,-0.6752,-0.0948
0.0220,-0.6779,-0.6752,-0.0948
0.0220,-0.6779,-0.6752,-0.0948
0.0220,-0.6779,-0.6752,-0.0948
0.0230,-0.6779,-0.6752,-0.0948
0.0230,-0.6806,-0.6831,-0.0799
0.0230,-0.6806,-0.6831,-0.0799
0.0230,-0.6806,-0.6831,-0.0799
0.0720,-0.6880,-0.6677,-0.0660
0.0720,-0.6880,-0.6677,-0.0660
0.0720,-0.6880,-0.6677,-0.0660
0.0720,-0.6880,-0.6677,-0.0660
0.0730,-0.7205,-0.6708,-0.0550
0.0730,-0.7205,-0.6708,-0.0550
0.0730,-0.7205,-0.6708,-0.0550
0.1360,-0.7195,-0.6794,-0.0623
0.1360,-0.7195,-0.6794,-0.0623
0.1370,-0.7195,-0.6794,-0.0623
0.1370,-0.7195,-0.6794,-0.0623
0.1370,-0.7195,-0.6794,-0.0623
0.1370,-0.7056,-0.6816,-0.0672
0.1370,-0.7056,-0.6816,-0.0672
0.1370,-0.7056,-0.6816,-0.0672
0.1370,-0.7056,-0.6816,-0.0672
0.1370,-0.7141,-0.6860,-0.0587
0.1370,-0.7141,-0.6860,-0.0587
0.1380,-0.7141,-0.6860,-0.0587
0.1380,-0.6968,-0.6809,-0.0565
0.1380,-0.6968,-0.6809,-0.0565
0.1380,-0.6968,-0.6809,-0.0565
0.1570,-0.6941,-0.6618,-0.0662
0.1570,-0.6941,-0.6618,-0.0662
0.1570,-0.6941,-0.6618,-0.0662
0.1600,-0.6941,-0.6618,-0.0662
0.1600,-0.6941,-0.6618,-0.0662
0.1760,-0.7183,-0.6542,-0.0679
0.1760,-0.7183,-0.6542,-0.0679
0.1760,-0.7183,-0.6542,-0.0679
0.1960,-0.7124,-0.6713,-0.0557
0.1960,-0.7124,-0.6713,-0.0557
0.1960,-0.7124,-0.6713,-0.0557
0.2160,-0.7097,-0.6882,-0.0552
0.2160,-0.7097,-0.6882,-0.0552
0.2160,-0.7097,-0.6882,-0.0552
0.2360,-0.7192,-0.6816,-0.0569
0.2370,-0.7192,-0.6816,-0.0569
0.2370,-0.7192,-0.6816,-0.0569
0.2390,-0.7192,-0.6816,-0.0569
0.2390,-0.7192,-0.6816,-0.0569
0.2410,-0.7192,-0.6816,-0.0569
0.2550,-0.6950,-0.6723,-0.0555
0.2550,-0.6950,-0.6723,-0.0555
0.2550,-0.6950,-0.6723,-0.0555
0.2760,-0.6960,-0.6669,-0.0565
0.2760,-0.6960,-0.6669,-0.0565
0.2760,-0.6960,-0.6669,-0.0565
0.2960,-0.6955,-0.6718,-0.0569
0.2960,-0.6955,-0.6718,-0.0569
0.2960,-0.6955,-0.6718,-0.0569
0.3150,-0.7026,-0.6833,-0.0648
0.3150,-0.7026,-0.6833,-0.0648
0.3150,-0.7026,-0.6833,-0.0648
0.3180,-0.7026,-0.6833,-0.0648
0.3180,-0.7026,-0.6833,-0.0648
0.3350,-0.6926,-0.6892,-0.0650
0.3350,-0.6926,-0.6892,-0.0650
0.3350,-0.6926,-0.6892,-0.0650
0.3550,-0.7024,-0.6936,-0.0601
0.3550,-0.7024,-0.6936,-0.0601
0.3550,-0.7024,-0.6936,-0.0601
0.3750,-0.7131,-0.6840,-0.0403
0.3750,-0.7131,-0.6840,-0.0403
0.3750,-0.7131,-0.6840,-0.0403
0.3950,-0.7107,-0.6704,-0.0281
0.3950,-0.7107,-0.6704,-0.0281
0.3960,-0.7107,-0.6704,-0.0281
0.4000,-0.7107,-0.6704,-0.0281
0.4000,-0.7107,-0.6704,-0.0281
0.4150,-0.6999,-0.6774,-0.0415
0.4150,-0.6999,-0.6774,-0.0415
0.4150,-0.6999,-0.6774,-0.0415
0.4350,-0.6963,-0.6931,-0.0479
0.4360,-0.6963,-0.6931,-0.0479
