
time,AccelerometerX,AccelerometerY,AccelerometerZ
0.1120,-0.2224,1.0306,0.1281
0.1120,-0.2224,1.0306,0.1281
0.1120,-0.2224,1.0306,0.1281
0.1120,-0.2265,1.0289,0.1317
0.1130,-0.2256,1.0308,0.1403
0.1130,-0.2256,1.0308,0.1403
0.1130,-0.2256,1.0308,0.1403
0.1130,-0.2256,1.0308,0.1403
0.1130,-0.2195,1.0223,0.1579
0.1140,-0.2195,1.0223,0.1579
0.1140,-0.2195,1.0223,0.1579
0.1140,-0.2195,1.0223,0.1579
0.1140,-0.2163,1.0154,0.1625
0.1140,-0.2163,1.0154,0.1625
0.1150,-0.2163,1.0154,0.1625
0.1150,-0.2163,1.0154,0.1625
0.1150,-0.2163,1.0154,0.1625
0.1150,-0.2195,1.0247,0.1483
0.1150,-0.2246,1.0230,0.1459
0.1160,-0.2246,1.0230,0.1459
0.1160,-0.2246,1.0230,0.1459
0.1160,-0.2246,1.0230,0.1459
0.1160,-0.2246,1.0230,0.1459
0.1160,-0.2283,1.0213,0.1391
0.1170,-0.2283,1.0213,0.1391
0.1170,-0.2283,1.0213,0.1391
0.1170,-0.2283,1.0213,0.1391
0.1170,-0.2339,1.0186,0.1415
0.1170,-0.2339,1.0186,0.1415
0.1170,-0.2339,1.0186,0.1415
0.1180,-0.2339,1.0186,0.1415
0.1180,-0.2339,1.0186,0.1415
0.1180,-0.2305,1.0150,0.1508
0.1180,-0.2229,1.0181,0.1447
0.1180,-0.2229,1.0181,0.1447
0.1190,-0.2229,1.0181,0.1447
0.1190,-0.2229,1.0181,0.1447
0.1190,-0.2217,1.0230,0.1398
0.1730,-0.2217,1.0230,0.1398
0.1730,-0.2217,1.0230,0.1398
0.1730,-0.2217,1.0230,0.1398
0.1740,-0.2217,1.0281,0.1395
0.1740,-0.2217,1.0281,0.1395
0.2540,-0.2217,1.0281,0.1395
0.2540,-0.2217,1.0281,0.1395
0.2550,-0.2217,1.0281,0.1395
0.2560,-0.2173,1.0316,0.1373
0.2560,-0.2185,1.0267,0.1371
0.2560,-0.2185,1.0267,0.1371
0.2560,-0.2185,1.0267,0.1371
0.2560,-0.2185,1.0267,0.1371
0.2560,-0.2178,1.0223,0.1344
0.2570,-0.2178,1.0223,0.1344
0.2570,-0.2178,1.0223,0.1344
0.2570,-0.2178,1.0223,0.1344
0.2570,-0.2153,1.0206,0.1315
0.2570,-0.2153,1.0206,0.1315
0.2570,-0.2153,1.0206,0.1315
0.2630,-0.2153,1.0206,0.1315
0.2630,-0.2153,1.0206,0.1315
